age,sex,profession,income
32.0,female,homewife,low
28.0,female,worker,low
44.0,female,worker,low
36.0,female,homewife,low
28.0,female,homewife,low
34.0,female,homewife,low
35.0,female,homewife,low
38.0,female,homewife,low
47.0,female,homewife,low
25.0,female,unemployed,low
40.0,female,unemployed,low
37.0,female,homewife,low
20.0,female,homewife,low
25.0,female,unemployed,low
37.0,female,homewife,low
45.0,female,homewife,low
44.0,female,homewife,low
30.0,female,homewife,low
31.0,female,homewife,low
,,homewife,low
33.0,female,unemployed,low
39.0,female,homewife,low
40.0,female,homewife,low
32.0,female,worker,low
,,homewife,low
33.0,female,worker,low
36.0,female,worker,low
35.0,female,unemployed,low
34.0,female,homewife,low
35.0,female,homewife,low
,,homewife,low
34.0,female,homewife,low
34.0,female,homewife,low
40.0,female,homewife,low
29.0,female,worker,low
29.0,female,worker,low
40.0,female,homewife,low
32.0,female,homewife,low
,,homewife,low
39.0,female,unemployed,low
36.0,female,unemployed,low
31.0,female,worker,low
28.0,female,homewife,low
33.0,female,homewife,low
38.0,female,unemployed,low
30.0,female,homewife,low
24.0,female,homewife,low
34.0,female,worker,low
30.0,female,homewife,low
26.0,female,homewife,low
34.0,female,homewife,low
36.0,female,unemployed,low
35.0,female,worker,low
35.0,female,homewife,low
26.0,female,homewife,low
40.0,female,unemployed,low
39.0,female,homewife,low
33.0,female,worker,low
30.0,female,homewife,low
34.0,female,unemployed,low
43.0,female,worker,low
26.0,female,worker,low
25.0,female,homewife,low
42.0,female,homewife,low
46.0,female,worker,low
38.0,female,worker,low
31.0,female,homewife,low
33.0,female,homewife,low
47.0,female,worker,low
34.0,female,homewife,low
36.0,female,worker,low
48.0,female,homewife,low
38.0,female,homewife,low
31.0,female,homewife,low
30.0,female,unemployed,low
32.0,female,homewife,low
33.0,female,homewife,low
42.0,female,unemployed,low
33.0,female,homewife,low
41.0,female,worker,low
33.0,female,homewife,low
34.0,female,worker,low
45.0,female,unemployed,low
34.0,female,unemployed,low
33.0,female,worker,low
26.0,female,homewife,low
30.0,female,worker,low
30.0,female,homewife,low
43.0,female,homewife,low
44.0,female,homewife,low
32.0,female,unemployed,low
38.0,female,homewife,low
30.0,female,homewife,low
33.0,female,unemployed,low
38.0,female,homewife,low
46.0,female,worker,low
31.0,female,homewife,low
35.0,female,worker,low
38.0,female,homewife,low
41.0,female,homewife,low
29.0,female,homewife,low
39.0,female,homewife,low
32.0,female,worker,low
47.0,female,homewife,low
22.0,female,homewife,low
32.0,female,homewife,low
42.0,female,worker,low
31.0,female,homewife,low
34.0,female,homewife,low
32.0,female,worker,low
30.0,female,worker,low
40.0,female,unemployed,low
32.0,female,homewife,low
35.0,female,homewife,low
30.0,female,homewife,low
38.0,female,worker,low
34.0,female,worker,low
32.0,female,homewife,low
37.0,female,homewife,low
33.0,female,homewife,low
36.0,female,homewife,low
46.0,female,homewife,low
26.0,female,homewife,low
32.0,female,homewife,low
33.0,female,homewife,low
37.0,female,homewife,low
37.0,female,homewife,low
36.0,female,homewife,low
29.0,female,homewife,low
40.0,female,unemployed,low
37.0,female,homewife,low
31.0,female,homewife,low
33.0,female,unemployed,low
30.0,female,worker,low
35.0,female,worker,low
27.0,female,homewife,low
32.0,female,unemployed,low
41.0,female,unemployed,low
36.0,female,worker,low
40.0,female,homewife,low
31.0,female,unemployed,low
29.0,female,homewife,low
43.0,female,worker,low
35.0,female,worker,low
34.0,female,worker,low
37.0,female,unemployed,low
38.0,female,homewife,low
36.0,female,homewife,low
25.0,female,worker,low
46.0,female,homewife,low
22.0,female,unemployed,low
37.0,female,homewife,low
30.0,female,worker,low
34.0,female,unemployed,low
37.0,female,worker,low
35.0,female,unemployed,low
31.0,female,unemployed,low
34.0,female,unemployed,low
30.0,female,unemployed,low
36.0,female,homewife,low
35.0,female,unemployed,low
,,unemployed,low
41.0,female,homewife,low
24.0,female,worker,low
30.0,female,homewife,low
45.0,female,homewife,low
39.0,female,homewife,low
35.0,female,homewife,low
42.0,female,homewife,low
34.0,female,homewife,low
32.0,female,homewife,low
35.0,female,homewife,low
36.0,female,worker,low
36.0,female,unemployed,low
27.0,female,homewife,low
35.0,female,homewife,low
33.0,female,homewife,low
31.0,female,homewife,low
32.0,female,worker,low
32.0,female,worker,low
39.0,female,unemployed,low
37.0,female,worker,low
39.0,female,homewife,low
35.0,female,unemployed,low
37.0,female,homewife,low
24.0,female,homewife,low
33.0,female,worker,low
33.0,female,worker,low
33.0,female,homewife,low
37.0,female,unemployed,low
37.0,female,worker,low
41.0,female,worker,low
35.0,female,homewife,low
30.0,female,unemployed,low
31.0,female,homewife,low
38.0,female,homewife,low
36.0,female,worker,low
30.0,female,homewife,low
34.0,female,unemployed,low
38.0,female,worker,low
39.0,female,homewife,low
,,homewife,low
28.0,female,homewife,low
30.0,female,worker,low
47.0,female,unemployed,low
32.0,female,homewife,low
36.0,female,homewife,low
31.0,female,unemployed,low
25.0,female,worker,low
,,unemployed,low
36.0,female,unemployed,low
35.0,female,homewife,low
33.0,female,homewife,low
32.0,female,homewife,low
31.0,female,unemployed,low
24.0,female,homewife,low
32.0,female,unemployed,low
36.0,female,homewife,low
23.0,female,homewife,low
35.0,female,homewife,low
39.0,female,homewife,low
36.0,female,worker,low
45.0,female,unemployed,low
35.0,female,homewife,low
37.0,female,homewife,low
36.0,female,homewife,low
45.0,female,unemployed,low
27.0,female,unemployed,low
34.0,female,homewife,low
41.0,female,homewife,low
35.0,female,homewife,low
39.0,female,homewife,low
30.0,female,homewife,low
33.0,female,worker,low
34.0,female,worker,low
38.0,female,homewife,low
30.0,female,homewife,low
32.0,female,homewife,low
30.0,female,worker,low
30.0,female,homewife,low
26.0,female,unemployed,low
34.0,female,worker,low
,,homewife,low
32.0,female,homewife,low
36.0,female,worker,low
29.0,female,homewife,low
42.0,female,homewife,low
35.0,female,homewife,low
45.0,female,homewife,low
,,worker,low
31.0,female,worker,low
31.0,female,worker,low
,,worker,low
39.0,female,homewife,low
39.0,female,homewife,low
39.0,female,homewife,low
33.0,female,homewife,low
35.0,female,homewife,low
39.0,female,homewife,low
41.0,female,homewife,low
29.0,female,homewife,low
40.0,female,homewife,low
37.0,female,homewife,low
37.0,female,unemployed,low
32.0,female,homewife,low
36.0,female,unemployed,low
34.0,female,homewife,low
36.0,female,homewife,low
28.0,female,unemployed,low
33.0,female,unemployed,low
34.0,female,unemployed,low
29.0,female,homewife,low
45.0,female,worker,low
37.0,female,unemployed,low
40.0,female,worker,low
31.0,female,worker,low
39.0,female,worker,low
,,worker,low
38.0,female,worker,low
42.0,female,homewife,low
,,homewife,low
26.0,female,homewife,low
35.0,female,unemployed,low
41.0,female,worker,low
34.0,female,homewife,low
41.0,female,unemployed,low
35.0,female,worker,low
44.0,female,unemployed,low
31.0,female,homewife,low
40.0,female,homewife,low
21.0,female,unemployed,low
43.0,female,homewife,low
29.0,female,worker,low
33.0,female,unemployed,low
37.0,female,worker,low
30.0,female,homewife,low
,,homewife,low
33.0,female,worker,low
32.0,female,homewife,low
36.0,female,homewife,low
42.0,female,unemployed,low
37.0,female,homewife,low
30.0,female,unemployed,low
36.0,female,homewife,low
36.0,female,homewife,low
40.0,female,worker,low
46.0,female,homewife,low
,,homewife,low
40.0,female,homewife,low
27.0,female,unemployed,low
42.0,female,unemployed,low
34.0,female,unemployed,low
34.0,female,homewife,low
35.0,female,worker,low
42.0,female,homewife,low
41.0,female,worker,low
40.0,female,homewife,low
38.0,female,homewife,low
35.0,female,unemployed,low
36.0,female,homewife,low
36.0,female,worker,low
38.0,female,unemployed,low
35.0,female,unemployed,low
36.0,female,worker,low
35.0,female,homewife,low
27.0,female,worker,low
29.0,female,homewife,low
35.0,female,homewife,low
36.0,female,homewife,low
37.0,female,unemployed,low
42.0,female,homewife,low
37.0,female,unemployed,low
33.0,female,worker,low
28.0,female,unemployed,low
39.0,female,unemployed,low
33.0,female,unemployed,low
34.0,female,homewife,low
38.0,female,homewife,low
31.0,female,unemployed,low
,,worker,low
30.0,female,homewife,low
41.0,female,worker,low
30.0,female,homewife,low
42.0,female,worker,low
29.0,female,homewife,low
32.0,female,worker,low
47.0,female,homewife,low
38.0,female,homewife,low
33.0,female,homewife,low
42.0,female,homewife,low
31.0,female,homewife,low
39.0,female,homewife,low
36.0,female,homewife,low
,,homewife,low
42.0,female,worker,low
42.0,female,homewife,low
33.0,female,homewife,low
36.0,female,homewife,low
33.0,female,unemployed,low
34.0,female,homewife,low
29.0,female,worker,low
27.0,female,homewife,low
27.0,female,unemployed,low
39.0,female,homewife,low
27.0,female,homewife,low
33.0,female,homewife,low
32.0,female,worker,low
39.0,female,homewife,low
27.0,female,unemployed,low
,,unemployed,low
39.0,female,worker,low
40.0,female,worker,low
34.0,female,worker,low
36.0,female,worker,low
25.0,female,homewife,low
32.0,female,worker,low
35.0,female,homewife,low
27.0,female,worker,low
37.0,female,worker,low
32.0,female,homewife,low
30.0,female,worker,low
39.0,female,homewife,low
40.0,female,worker,low
30.0,female,homewife,low
43.0,female,unemployed,low
34.0,female,homewife,low
29.0,female,homewife,low
27.0,female,worker,low
28.0,female,homewife,low
33.0,female,worker,low
33.0,female,homewife,low
42.0,female,unemployed,low
36.0,female,homewife,low
34.0,female,homewife,low
40.0,female,unemployed,low
27.0,female,homewife,low
43.0,female,homewife,low
31.0,female,homewife,low
25.0,female,unemployed,low
33.0,female,homewife,low
30.0,female,homewife,low
35.0,female,unemployed,low
36.0,female,worker,low
26.0,female,worker,low
32.0,female,homewife,low
28.0,female,worker,low
33.0,female,homewife,low
43.0,female,worker,low
,,worker,low
,,homewife,low
31.0,female,worker,low
33.0,female,homewife,low
29.0,female,homewife,low
27.0,female,unemployed,low
33.0,female,homewife,low
27.0,female,homewife,low
43.0,female,homewife,low
37.0,female,homewife,low
38.0,female,worker,low
40.0,female,worker,low
39.0,female,worker,low
35.0,female,homewife,low
42.0,female,homewife,low
43.0,female,worker,low
38.0,female,homewife,low
38.0,female,worker,low
40.0,female,worker,low
41.0,female,homewife,low
,,homewife,low
35.0,female,unemployed,low
45.0,female,worker,low
31.0,female,homewife,low
36.0,female,worker,low
34.0,female,homewife,low
34.0,female,homewife,low
31.0,female,homewife,low
31.0,female,homewife,low
33.0,female,homewife,low
48.0,female,homewife,low
35.0,female,homewife,low
39.0,female,worker,low
38.0,female,homewife,low
27.0,female,homewife,low
41.0,female,homewife,low
29.0,female,unemployed,low
35.0,female,homewife,low
32.0,female,worker,low
28.0,female,homewife,low
40.0,female,homewife,low
38.0,female,homewife,low
41.0,female,worker,low
,,unemployed,low
43.0,female,unemployed,low
41.0,female,worker,low
36.0,female,worker,low
37.0,female,homewife,low
35.0,female,homewife,low
30.0,female,worker,low
33.0,female,homewife,low
30.0,female,homewife,low
42.0,female,homewife,low
,,unemployed,low
35.0,female,worker,low
40.0,female,homewife,low
39.0,female,homewife,low
34.0,female,homewife,low
40.0,female,homewife,low
36.0,female,homewife,low
31.0,female,homewife,low
36.0,female,homewife,low
23.0,female,homewife,low
36.0,female,unemployed,low
39.0,female,worker,low
48.0,female,worker,low
27.0,female,worker,low
30.0,female,homewife,low
36.0,female,homewife,low
27.0,female,unemployed,low
31.0,female,worker,low
38.0,female,unemployed,low
37.0,female,unemployed,low
38.0,female,homewife,low
33.0,female,homewife,low
39.0,female,homewife,low
30.0,female,homewife,low
36.0,female,homewife,low
34.0,female,unemployed,low
36.0,female,unemployed,low
42.0,female,homewife,low
38.0,female,homewife,low
30.0,female,homewife,low
27.0,female,unemployed,low
33.0,female,homewife,low
32.0,female,unemployed,low
33.0,female,unemployed,low
32.0,female,worker,low
39.0,female,homewife,low
48.0,female,homewife,low
42.0,female,homewife,low
35.0,female,unemployed,low
35.0,female,unemployed,low
28.0,female,homewife,low
39.0,female,homewife,low
38.0,female,worker,low
29.0,female,homewife,low
39.0,female,homewife,low
,,homewife,low
34.0,female,unemployed,low
42.0,female,unemployed,low
30.0,female,worker,low
29.0,female,unemployed,low
30.0,female,homewife,low
33.0,female,worker,low
39.0,female,homewife,low
32.0,female,worker,low
32.0,female,worker,low
34.0,female,homewife,low
32.0,female,worker,low
30.0,female,worker,low
39.0,female,worker,low
45.0,female,homewife,low
36.0,female,homewife,low
45.0,female,worker,low
32.0,female,homewife,low
38.0,female,unemployed,low
40.0,female,worker,low
36.0,female,homewife,low
29.0,female,worker,low
28.0,female,homewife,low
40.0,female,homewife,low
35.0,female,homewife,low
31.0,female,homewife,low
35.0,female,homewife,low
31.0,female,homewife,low
20.0,female,worker,low
30.0,female,homewife,low
29.0,female,unemployed,low
43.0,female,homewife,low
35.0,female,unemployed,low
32.0,female,homewife,low
27.0,female,homewife,low
34.0,female,homewife,low
,,unemployed,low
40.0,female,homewife,low
31.0,female,homewife,low
32.0,female,worker,low
32.0,female,unemployed,low
30.0,female,worker,low
40.0,female,homewife,low
43.0,female,worker,low
43.0,female,worker,low
41.0,female,worker,low
35.0,female,unemployed,low
29.0,female,unemployed,low
38.0,female,homewife,low
31.0,female,homewife,low
36.0,female,worker,low
36.0,female,worker,low
44.0,female,homewife,low
27.0,female,worker,low
,,homewife,low
35.0,female,homewife,low
38.0,female,homewife,low
43.0,female,homewife,low
34.0,female,unemployed,low
37.0,female,unemployed,low
30.0,female,unemployed,low
33.0,female,homewife,low
29.0,female,unemployed,low
35.0,female,unemployed,low
48.0,female,homewife,low
31.0,female,homewife,low
37.0,female,unemployed,low
34.0,female,worker,low
45.0,female,homewife,low
39.0,female,worker,low
28.0,female,homewife,low
35.0,female,homewife,low
29.0,female,unemployed,low
31.0,female,worker,low
32.0,female,homewife,low
40.0,female,worker,low
45.0,female,homewife,low
36.0,female,homewife,low
43.0,female,unemployed,low
37.0,female,worker,low
36.0,female,homewife,low
39.0,female,homewife,low
,,homewife,low
41.0,female,worker,low
39.0,female,homewife,low
33.0,female,homewife,low
32.0,female,homewife,low
37.0,female,worker,low
30.0,female,unemployed,low
33.0,female,homewife,low
44.0,female,unemployed,low
34.0,male,worker,low
37.0,male,unemployed,low
46.0,male,unemployed,low
30.0,male,worker,high
26.0,male,unemployed,low
43.0,male,unemployed,low
38.0,male,worker,low
37.0,male,unemployed,low
,,unemployed,low
35.0,male,worker,low
34.0,male,worker,low
44.0,male,worker,low
26.0,male,unemployed,low
38.0,male,worker,low
33.0,male,worker,low
38.0,male,worker,low
37.0,male,worker,low
31.0,male,worker,low
50.0,male,worker,high
33.0,male,worker,low
35.0,male,worker,low
27.0,male,unemployed,low
38.0,male,worker,low
45.0,male,unemployed,low
35.0,male,worker,low
39.0,male,worker,low
36.0,male,worker,low
35.0,male,worker,low
39.0,male,unemployed,low
35.0,male,worker,low
29.0,male,unemployed,low
30.0,male,worker,high
35.0,male,worker,low
37.0,male,unemployed,low
29.0,male,worker,low
46.0,male,worker,low
33.0,male,worker,low
32.0,male,unemployed,low
33.0,male,worker,low
30.0,male,worker,high
41.0,male,unemployed,low
40.0,male,unemployed,low
42.0,male,worker,low
36.0,male,unemployed,low
39.0,male,unemployed,low
32.0,male,worker,low
26.0,male,worker,low
35.0,male,worker,low
,,unemployed,low
36.0,male,worker,low
,,worker,low
38.0,male,worker,low
35.0,male,worker,low
33.0,male,unemployed,low
35.0,male,unemployed,low
,,unemployed,low
32.0,male,worker,low
32.0,male,unemployed,low
35.0,male,worker,low
34.0,male,worker,low
38.0,male,unemployed,low
40.0,male,worker,low
39.0,male,worker,low
36.0,male,unemployed,low
37.0,male,worker,low
30.0,male,worker,high
35.0,male,unemployed,low
41.0,male,unemployed,low
36.0,male,unemployed,low
35.0,male,worker,low
35.0,male,unemployed,low
32.0,male,unemployed,low
37.0,male,worker,low
30.0,male,worker,high
39.0,male,unemployed,low
31.0,male,unemployed,low
35.0,male,worker,low
36.0,male,unemployed,low
29.0,male,worker,low
32.0,male,unemployed,low
44.0,male,worker,low
42.0,male,worker,low
34.0,male,worker,low
30.0,male,unemployed,high
34.0,male,worker,low
38.0,male,unemployed,low
33.0,male,unemployed,low
33.0,male,unemployed,low
38.0,male,worker,low
36.0,male,worker,low
34.0,male,worker,low
,,worker,low
34.0,male,worker,low
46.0,male,unemployed,low
34.0,male,unemployed,low
39.0,male,unemployed,low
27.0,male,unemployed,low
37.0,male,worker,low
31.0,male,worker,low
40.0,male,unemployed,low
33.0,male,unemployed,low
41.0,male,worker,low
,,worker,low
32.0,male,unemployed,low
38.0,male,worker,low
35.0,male,unemployed,low
37.0,male,worker,low
39.0,male,unemployed,low
33.0,male,unemployed,low
36.0,male,unemployed,low
33.0,male,worker,low
29.0,male,unemployed,low
42.0,male,worker,low
38.0,male,worker,low
36.0,male,worker,low
42.0,male,worker,low
29.0,male,worker,low
35.0,male,unemployed,low
43.0,male,unemployed,low
30.0,male,unemployed,high
36.0,male,unemployed,low
34.0,male,worker,low
,,unemployed,low
36.0,male,worker,low
36.0,male,unemployed,low
37.0,male,worker,low
37.0,male,worker,low
29.0,male,worker,low
28.0,male,unemployed,low
29.0,male,worker,low
32.0,male,worker,low
,,unemployed,low
31.0,male,worker,low
41.0,male,worker,low
32.0,male,worker,low
36.0,male,unemployed,low
42.0,male,unemployed,low
35.0,male,worker,low
36.0,male,worker,low
39.0,male,unemployed,low
35.0,male,worker,low
38.0,male,unemployed,low
44.0,male,unemployed,low
,,worker,low
47.0,male,unemployed,low
39.0,male,worker,low
40.0,male,unemployed,low
30.0,male,worker,high
36.0,male,worker,low
32.0,male,worker,low
42.0,male,worker,low
42.0,male,worker,low
38.0,male,worker,low
40.0,male,unemployed,low
41.0,male,worker,low
36.0,male,worker,low
42.0,male,worker,low
33.0,male,worker,low
38.0,male,unemployed,low
31.0,male,worker,low
31.0,male,worker,low
31.0,male,worker,low
29.0,male,worker,low
37.0,male,worker,low
34.0,male,worker,low
,,unemployed,low
39.0,male,worker,low
27.0,male,worker,low
28.0,male,worker,low
36.0,male,worker,low
46.0,male,worker,low
34.0,male,unemployed,low
32.0,male,unemployed,low
37.0,male,worker,low
31.0,male,worker,low
33.0,male,worker,low
34.0,male,unemployed,low
34.0,male,worker,low
34.0,male,worker,low
,,unemployed,low
38.0,male,worker,low
32.0,male,worker,low
40.0,male,unemployed,low
38.0,male,worker,low
39.0,male,worker,low
25.0,male,worker,low
38.0,male,worker,low
34.0,male,unemployed,low
29.0,male,worker,low
33.0,male,unemployed,low
30.0,male,worker,high
43.0,male,worker,low
32.0,male,worker,low
34.0,male,unemployed,low
38.0,male,unemployed,low
35.0,male,unemployed,low
30.0,male,worker,high
40.0,male,worker,low
44.0,male,unemployed,low
42.0,male,unemployed,low
45.0,male,worker,low
43.0,male,worker,low
28.0,male,unemployed,low
37.0,male,unemployed,low
41.0,male,unemployed,low
46.0,male,worker,low
42.0,male,worker,low
39.0,male,worker,low
39.0,male,unemployed,low
37.0,male,worker,low
39.0,male,unemployed,low
32.0,male,worker,low
35.0,male,worker,low
38.0,male,unemployed,low
29.0,male,worker,low
40.0,male,worker,low
32.0,male,worker,low
29.0,male,worker,low
35.0,male,unemployed,low
30.0,male,unemployed,high
,,worker,low
31.0,male,unemployed,low
35.0,male,unemployed,low
32.0,male,unemployed,low
22.0,male,worker,low
38.0,male,worker,low
33.0,male,worker,low
39.0,male,worker,low
42.0,male,worker,low
40.0,male,worker,low
35.0,male,worker,low
41.0,male,worker,low
32.0,male,unemployed,low
31.0,male,worker,low
26.0,male,worker,low
42.0,male,worker,low
39.0,male,unemployed,low
37.0,male,worker,low
21.0,male,worker,low
28.0,male,unemployed,low
28.0,male,worker,low
38.0,male,unemployed,low
45.0,male,unemployed,low
34.0,male,worker,low
36.0,male,worker,low
,,unemployed,high
32.0,male,unemployed,low
33.0,male,worker,low
36.0,male,worker,low
43.0,male,worker,low
34.0,male,worker,low
49.0,male,unemployed,low
35.0,male,worker,low
,,worker,low
33.0,male,worker,low
36.0,male,worker,low
37.0,male,unemployed,low
37.0,male,worker,low
35.0,male,worker,low
36.0,male,worker,low
36.0,male,worker,low
38.0,male,unemployed,low
34.0,male,worker,low
40.0,male,worker,low
36.0,male,unemployed,low
30.0,male,worker,high
33.0,male,worker,low
36.0,male,worker,low
36.0,male,unemployed,low
34.0,male,unemployed,low
41.0,male,unemployed,low
41.0,male,worker,low
33.0,male,unemployed,low
34.0,male,worker,low
37.0,male,worker,low
36.0,male,worker,low
44.0,male,unemployed,low
35.0,male,unemployed,low
38.0,male,worker,low
25.0,male,worker,low
36.0,male,worker,low
41.0,male,unemployed,low
33.0,male,unemployed,low
42.0,male,worker,low
33.0,male,worker,low
45.0,male,worker,low
39.0,male,worker,low
37.0,male,unemployed,low
43.0,male,worker,low
24.0,male,worker,low
36.0,male,unemployed,low
29.0,male,unemployed,low
39.0,male,unemployed,low
39.0,male,worker,low
33.0,male,worker,low
32.0,male,worker,low
35.0,male,worker,low
38.0,male,unemployed,low
28.0,male,unemployed,low
31.0,male,unemployed,low
37.0,male,unemployed,low
40.0,male,unemployed,low
32.0,male,worker,low
30.0,male,unemployed,high
46.0,male,worker,low
37.0,male,unemployed,low
38.0,male,worker,low
44.0,male,worker,low
37.0,male,worker,low
28.0,male,unemployed,low
33.0,male,worker,low
38.0,male,worker,low
37.0,male,worker,low
43.0,male,worker,low
38.0,male,worker,low
33.0,male,unemployed,low
38.0,male,worker,low
38.0,male,worker,low
39.0,male,worker,low
36.0,male,worker,low
32.0,male,unemployed,low
27.0,male,worker,low
36.0,male,unemployed,low
40.0,male,worker,low
41.0,male,unemployed,low
39.0,male,unemployed,low
35.0,male,unemployed,low
36.0,male,worker,low
36.0,male,worker,low
29.0,male,worker,low
34.0,male,unemployed,low
31.0,male,worker,low
35.0,male,worker,low
41.0,male,worker,low
37.0,male,worker,low
29.0,male,unemployed,low
29.0,male,worker,low
,,worker,low
35.0,male,worker,low
40.0,male,worker,low
30.0,male,worker,high
39.0,male,worker,low
38.0,male,worker,low
,,worker,low
29.0,male,worker,low
37.0,male,worker,low
35.0,male,unemployed,low
40.0,male,unemployed,low
27.0,male,worker,low
33.0,male,worker,low
36.0,male,unemployed,low
36.0,male,worker,low
,,worker,low
35.0,male,unemployed,low
44.0,male,unemployed,low
38.0,male,worker,low
33.0,male,unemployed,low
32.0,male,unemployed,low
34.0,male,worker,low
32.0,male,worker,low
35.0,male,worker,low
42.0,male,worker,low
31.0,male,worker,low
35.0,male,unemployed,low
34.0,male,unemployed,low
32.0,male,worker,low
38.0,male,worker,low
37.0,male,worker,low
37.0,male,worker,low
34.0,male,worker,low
30.0,male,unemployed,high
35.0,male,unemployed,low
35.0,male,worker,low
35.0,male,worker,low
29.0,male,unemployed,low
37.0,male,worker,low
34.0,male,unemployed,low
43.0,male,unemployed,low
29.0,male,unemployed,low
29.0,male,unemployed,low
,,worker,low
37.0,male,worker,low
33.0,male,unemployed,low
32.0,male,worker,low
,,unemployed,low
36.0,male,worker,low
35.0,male,worker,low
35.0,male,worker,low
33.0,male,worker,low
38.0,male,unemployed,low
34.0,male,unemployed,low
40.0,male,worker,low
36.0,male,unemployed,low
,,worker,low
36.0,male,worker,low
43.0,male,worker,low
38.0,male,unemployed,low
33.0,male,worker,low
,,worker,low
29.0,male,unemployed,low
33.0,male,worker,low
,,worker,low
38.0,male,worker,low
35.0,male,unemployed,low
,,worker,low
40.0,male,worker,low
32.0,male,unemployed,low
37.0,male,worker,low
44.0,male,worker,low
37.0,male,worker,low
27.0,male,worker,low
41.0,male,worker,low
37.0,male,worker,low
33.0,male,worker,low
39.0,male,worker,low
32.0,male,worker,low
41.0,male,worker,low
31.0,male,unemployed,low
32.0,male,worker,low
38.0,male,unemployed,low
40.0,male,unemployed,low
35.0,male,worker,low
35.0,male,unemployed,low
30.0,male,worker,high
,,worker,low
38.0,male,unemployed,low
35.0,male,worker,low
44.0,male,unemployed,low
39.0,male,worker,low
29.0,male,unemployed,low
37.0,male,worker,low
41.0,male,worker,low
30.0,male,unemployed,high
30.0,male,worker,high
34.0,male,unemployed,low
,,worker,low
37.0,male,unemployed,low
46.0,male,unemployed,low
34.0,male,worker,low
37.0,male,worker,low
30.0,male,unemployed,high
33.0,male,worker,low
33.0,male,unemployed,low
43.0,male,unemployed,low
39.0,male,unemployed,low
30.0,male,worker,high
35.0,male,unemployed,low
30.0,male,worker,high
37.0,male,worker,low
37.0,male,unemployed,low
39.0,male,worker,low
41.0,male,worker,low
33.0,male,unemployed,low
31.0,male,unemployed,low
34.0,male,worker,low
34.0,male,worker,low
25.0,male,unemployed,low
42.0,male,unemployed,low
50.0,male,unemployed,high
37.0,male,worker,low
33.0,male,unemployed,low
38.0,male,worker,low
33.0,male,unemployed,low
34.0,male,worker,low
36.0,male,unemployed,low
30.0,male,worker,high
30.0,male,unemployed,high
28.0,male,worker,low
45.0,male,worker,low
33.0,male,unemployed,low
48.0,male,unemployed,low
33.0,male,worker,low
35.0,male,worker,low
38.0,male,worker,low
36.0,male,unemployed,low
36.0,male,worker,low
39.0,male,worker,low
31.0,male,worker,low
38.0,male,worker,low
31.0,male,worker,low
28.0,male,worker,low
38.0,male,unemployed,low
36.0,male,worker,low
40.0,male,worker,low
35.0,male,worker,low
34.0,male,worker,low
39.0,male,unemployed,low
38.0,male,unemployed,low
26.0,male,worker,low
32.0,male,unemployed,low
38.0,male,worker,low
34.0,male,worker,low
33.0,male,unemployed,low
36.0,male,unemployed,low
42.0,male,unemployed,low
,,unemployed,low
28.0,male,worker,low
34.0,male,unemployed,low
55.0,male,worker,low
28.0,male,unemployed,low
39.0,male,worker,low
33.0,male,unemployed,low
22.0,male,worker,low
,,unemployed,low
28.0,male,worker,low
38.0,male,worker,low
35.0,male,worker,low
,,unemployed,low
26.0,male,unemployed,low
45.0,male,worker,low
35.0,male,unemployed,low
39.0,male,unemployed,low
38.0,male,unemployed,low
28.0,male,worker,low
39.0,male,worker,low
34.0,male,unemployed,low
35.0,male,unemployed,low
32.0,male,worker,low
28.0,male,worker,low
40.0,male,worker,low
27.0,male,worker,low
41.0,male,worker,low
38.0,male,worker,low
39.0,male,worker,low
38.0,male,unemployed,low
39.0,male,worker,low
,,unemployed,low
36.0,male,worker,low
31.0,male,worker,low
31.0,male,worker,low
29.0,male,unemployed,low
41.0,male,worker,low
37.0,male,unemployed,low
,,unemployed,low
40.0,male,unemployed,low
38.0,male,worker,low
42.0,male,worker,low
39.0,male,worker,low
36.0,male,worker,low
32.0,male,worker,low
37.0,male,unemployed,low
31.0,male,worker,low
28.0,male,unemployed,low
36.0,male,worker,low
42.0,male,unemployed,low
40.0,male,worker,low
36.0,male,worker,low
38.0,male,worker,low
36.0,male,worker,low
32.0,male,worker,low
26.0,male,worker,low
38.0,male,worker,low
34.0,male,worker,low
33.0,male,worker,low
36.0,male,worker,low
39.0,male,worker,low
46.0,male,worker,low
39.0,male,worker,low
38.0,male,worker,low
27.0,male,worker,low
34.0,male,worker,low
30.0,male,unemployed,high
38.0,male,worker,low
24.0,male,worker,low
31.0,male,worker,low
30.0,male,worker,high
32.0,male,unemployed,low
37.0,male,worker,low
40.0,male,worker,low
34.0,male,worker,low
32.0,male,worker,low
46.0,male,worker,low
36.0,male,worker,low
34.0,male,unemployed,low
31.0,male,unemployed,low
37.0,male,unemployed,low
31.0,male,worker,low
29.0,male,worker,low
37.0,male,worker,low
38.0,male,worker,low
44.0,male,worker,low
37.0,male,unemployed,low
31.0,male,unemployed,low
40.0,male,unemployed,low
33.0,male,unemployed,low
34.0,male,worker,low
34.0,male,worker,low
28.0,male,unemployed,low
35.0,male,worker,low
34.0,male,unemployed,low
46.0,male,worker,low
41.0,male,worker,low
43.0,male,unemployed,low
38.0,male,worker,low
23.0,male,worker,low
32.0,male,unemployed,low
43.0,male,unemployed,low
32.0,male,worker,low
34.0,male,unemployed,low
30.0,male,worker,high
36.0,male,unemployed,low
,,worker,low
